name,type,size,environment,cr,hp,ac,str,dex,con,int,wis,cha,speed_walk,speed_fly,speed_swim,speed_burrow,speed_climb,damage_resistances,damage_immunities,damage_vulnerabilities,resist_count,immune_count,vuln_count,senses_count,blindsight,darkvision,tremorsense
Ancient Cave Dragon,Dragon,Gargantuan,,25,507,20,30,12,29,14,16,18,40,0,0,40,0,False,poison,False,1,1,1,3,1,0,1
Ancient Flame Dragon,Dragon,Gargantuan,,23,518,22,23,14,27,19,16,22,80,40,0,0,0,False,fire,False,1,1,1,3,1,1,0
Ancient Mithral Dragon,Dragon,Gargantuan,,22,490,20,12,26,25,20,21,20,80,40,0,0,0,False,slashing,False,1,1,1,3,1,1,0
Ancient Sea Dragon,Dragon,Gargantuan,,23,518,22,29,10,27,19,17,21,80,40,0,0,0,False,cold,False,1,1,1,3,1,1,0
Ancient Titan,Celestial,Gargantuan,,12,198,15,27,13,22,16,16,20,30,0,0,0,0,"bludgeoning, piercing, and slashing from nonmagical attacks",False,False,3,1,1,2,0,1,0
Ancient Void Dragon,Dragon,Gargantuan,,24,429,22,28,10,29,18,15,23,80,40,0,0,0,False,cold,False,1,1,1,3,1,1,0
Ancient Wind Dragon,Dragon,Gargantuan,,21,351,20,28,16,26,18,17,20,120,30,0,0,0,cold,lightning,False,1,1,1,3,1,1,0
Andrenjinyi,Celestial,Gargantuan,,15,228,18,30,17,25,10,18,23,60,0,60,20,20,"acid, cold, fire, lightning",psychic,,4,1,0,3,0,1,1
Androsphinx,Monstrosity,Large,"Desert, Ruins",17,199,17,22,10,20,16,18,23,40,60,0,0,0,,"psychic; bludgeoning, piercing, and slashing from nonmagical attacks",,0,4,0,2,0,0,0
Androsphinx,Monstrosity,large,,17,284,17,22,20,32,28,30,22,40,60,0,0,0,Monstrosity Resilience,"psychic; bludgeoning,piercing,and slashing damage from nonmagical attacks,charmed,frightened",,1,6,0,1,0,0,0
Angatra,Undead,Medium,,6,85,17,14,20,18,8,12,15,50,0,0,0,0,"necrotic; bludgeoning, piercing, and slashing from nonmagical attacks",poison,,4,1,0,2,0,1,0
Angatra,Undead,Medium,,6,85,17,14,20,18,8,12,15,50,0,0,0,0,"necrotic; bludgeoning, piercing, and slashing from nonmagical attacks",poison,False,4,1,1,2,0,1,0
"Angel, Chained",Celestial,Medium,,8,88,16,18,16,12,12,18,20,30,60,0,0,0,piercing,"fire, radiant",,1,2,0,2,0,1,0
"Angel, Haladron",Celestial,Tiny,,1/2,28,13,13,12,12,15,15,10,0,60,0,0,0,radiant,,,1,0,0,2,0,1,0
"Angel, Kalkydra",Celestial,Huge,,13,189,18,22,14,24,17,21,23,40,90,0,0,30,poison; nonmagic B/P/S attacks,"fire, radiant",,2,2,0,2,0,0,0
Angel of Judgment,Celestial,Huge,,18,229,19,23,18,25,22,24,20,40,120,0,0,0,"necrotic, poison, radiant; bludgeoning, piercing, and slashing from nonmagical attacks",,,6,0,0,2,0,0,0
"Angel, Pelagic Deva",Celestial,Medium,,11,142,17,19,18,20,17,20,22,20,0,90,0,0,"cold, radiant; nonmagic B/P/S attacks",,,3,0,0,2,0,1,0
"Angel, Psychopomp",Celestial,Medium,,4,68,14,17,14,18,14,16,18,40,60,0,0,0,"necrotic, radiant; nonmagic B/P/S weapons",,,3,0,0,2,0,1,0
"Angel, Shrouded",Celestial,Medium,,13,161,18,18,20,20,16,22,10,40,60,0,0,0,"poison, radiant; nonmagic B/P/S attacks",,,3,0,0,3,1,1,0
"Angel, Zirnitran",Celestial,Huge,,20,325,19,19,14,23,25,25,20,30,80,0,0,0,radiant; nonmagic B/P/S attacks,"necrotic, poison",,2,2,0,2,0,0,0
Angelic Enforcer,Celestial,Large,,12,152,18,22,18,18,18,20,20,30,90,0,0,0,"bludgeoning, piercing, and slashing from nonmagical attacks",radiant,,3,1,0,2,0,0,0
Angler Worm,Monstrosity,Huge,,4,133,14,14,5,16,3,14,1,20,0,0,0,20,,poison,,0,1,0,2,0,0,1
Angler Worm,Monstrosity,Huge,,4,104,14,14,5,16,3,14,1,20,0,0,0,0,False,poison,False,1,1,1,2,0,0,1
"Animal Lord, Mammoth Queen",Fey,Huge,,18,250,20,25,10,22,15,18,19,40,0,0,0,0,nonmagic B/P/S attacks,"cold, poison",,1,2,0,2,0,0,0
Animated Armor,Construct,Medium,"Temple, Ruin, Laboratory",1,33,18,14,11,13,1,3,1,25,0,0,0,0,,"poison, psychic",,0,2,0,2,1,0,0
Animated Armor,Construct,Medium,,1,31,18,14,10,10,1,10,1,30,0,0,0,0,piercing,"poison, psychic",,1,2,0,2,1,0,0
Animated Bearskin Rug,Construct,Large,,4,65,13,18,13,12,1,3,1,20,0,0,0,0,,"poison, psychic",,0,2,0,2,1,0,0
Animated Instrument,Construct,Tiny,,1/4,17,12,1,12,11,1,5,15,0,30,0,0,0,,"poison, psychic",,0,2,0,2,1,0,0
"Animated Instrument, Quartet",Construct,Large,,4,102,14,10,16,17,4,5,18,30,50,0,0,0,,"poison, psychic",,0,2,0,2,1,0,0
"Animated Instrument, Symphony",Construct,Gargantuan,,15,201,15,12,18,20,10,8,22,30,30,0,0,0,"bludgeoning, piercing, slashing","poison, psychic",,3,2,0,2,1,0,0
Animated Offal,Ooze,Huge,,9,207,8,18,6,20,1,7,1,30,0,0,0,0,,necrotic,,0,1,0,2,1,0,0
Animated Armor,Construct,medium,,1,34,18,18,10,12,1,6,1,25,0,0,0,0,slashing,"blinded,deafened,Construct Resilience",acid,1,3,1,1,0,0,0
Aniwye,Monstrosity,Large,,5,102,15,19,14,16,8,14,9,40,0,0,0,20,,,,0,0,0,2,0,1,0
Ankheg,Monstrosity,Large,"Desert, Hills, Grassland, Settlement, Forest",2,39,14,17,11,13,1,13,6,30,0,0,10,0,,,,0,0,0,3,0,1,1
Ankheg,Monstrosity,Large,,2,45,14,16,10,14,2,14,8,30,0,0,15,0,acid,,,1,0,0,2,0,0,1
Ankheg Queen,Monstrosity,Huge,,3,59,14,16,10,14,2,14,8,30,0,0,15,0,acid,,,1,0,0,2,0,0,1
Ankheg Spawn,Monstrosity,Medium,,1/4,11,13,14,12,12,2,14,8,30,0,0,10,0,acid,,,1,0,0,2,0,0,1
Ankheg,Monstrosity,large,,2,57,14,20,10,12,1,12,6,30,0,0,10,0,"acid,Monstrosity Resilience",,,2,0,0,2,0,1,1
Ankou Soul Herald,Dragon,Gargantuan,,21,407,18,25,10,27,17,18,19,40,80,0,0,0,,"cold, necrotic, poison",,0,3,0,2,0,0,0
Ankou Soul Seeker,Dragon,Large,,8,171,15,17,10,19,13,14,16,40,80,0,0,0,,"cold, necrotic, poison",,0,3,0,2,0,0,0
Ankylosaurus,Beast,Huge,,3,63,16,18,10,18,2,12,5,30,0,0,0,0,,,,0,0,0,1,0,0,0
Annelidast,Monstrosity,Huge,,12,184,18,26,10,20,1,10,4,30,0,0,40,0,lightning,poison; bludgeoning from nonmagical attacks,False,1,2,1,2,0,0,1
Anophiloi,Monstrosity,Small,,1,33,12,12,14,14,5,12,6,30,40,0,0,20,poison,,cold,1,0,1,2,0,1,0
Anubian,Elemental,Medium,,2,44,13,12,16,12,10,12,10,30,0,0,0,0,"bludgeoning, piercing, and slashing from nonmagical attacks",poison,,3,1,0,3,0,1,1
Anubian,Elemental,Medium,,2,44,13,12,16,12,10,12,10,30,0,0,0,0,"bludgeoning, piercing, and slashing from nonmagical attacks",poison,False,3,1,1,3,0,1,1
Anzu,Monstrosity,Large,,9,152,16,20,14,18,7,15,10,40,80,0,0,0,"fire, lightning",,,2,0,0,2,0,1,0
Apau Perape,Fiend,Large,,6,95,16,21,18,19,10,12,15,30,0,0,0,30,"fire, lightning, poison; bludgeoning, piercing, and slashing from nonmagical attacks",poison,cold,6,1,1,2,0,1,0
Apau Perape,Fiend,Large,,6,95,16,21,18,19,10,12,15,30,0,0,0,0,"fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks",poison,cold,5,1,1,2,0,1,0
Apaxrusl,Construct,Medium,,3,60,13,17,13,16,9,6,7,30,0,0,30,0,,"fire, poison",thunder,0,2,1,3,0,1,1
Ape,Beast,Medium,"Jungle, Forest",1/2,19,12,16,14,14,6,12,7,30,0,0,0,30,,,,0,0,0,1,0,0,0
Ape,Beast,Medium,,1/2,19,12,16,14,14,6,12,6,30,0,0,0,30,,,,0,0,0,1,0,0,0
Ape,Beast,medium,,1/2,25,12,20,14,14,6,12,6,30,0,0,0,30,stunned,,,1,0,0,1,0,0,0
"Ape, Giant",Beast,huge,,7,176,12,26,14,18,6,12,6,40,0,0,0,40,stunned,,,1,0,0,1,0,0,0
Aphasian Abomination,Construct,Large,,10,170,15,1,20,16,17,20,5,0,60,0,0,0,,"poison, psychic; nonmagic bludgeoning, piercing, and slashing attacks",,0,5,0,2,0,1,0
Apprentice Mage,Humanoid,Medium,,1/2,11,10,10,10,12,14,10,10,30,0,0,0,0,,,,0,0,0,1,0,0,0
Arachnocrat,Fiend,Medium,,5,93,15,13,17,12,16,14,18,30,0,0,0,40,"cold; bludgeoning, piercing, and slashing from nonmagical attacks not made with silvered weapons","fire, poison",,4,2,0,3,1,1,0
Arbeyach,Fiend,Large,,21,275,17,22,20,25,19,21,25,40,80,0,20,40,"acid, cold; bludgeoning, piercing, and slashing from nonmagical attacks not made with silvered weapons","fire, poison",,5,2,0,2,0,0,0
Arborcyte,Plant,Large,,8,127,16,21,12,16,5,10,3,30,0,0,0,0,"bludgeoning, piercing",,fire,2,0,1,2,0,1,0
Arboreal Grappler,Aberration,Medium,,3,90,14,16,16,16,6,10,6,10,0,0,0,40,,,,0,0,0,2,0,1,0
Arboreal Grappler,Aberration,Medium,,4,90,14,16,16,16,6,10,6,40,0,0,0,0,False,False,False,1,1,1,2,0,1,0
Arcamag,Monstrosity,Tiny,,2,22,13,7,10,15,5,12,18,10,30,0,0,0,,,,0,0,0,2,0,1,0
Arcanaphage,Monstrosity,Medium,,4,60,14,10,18,16,2,10,8,0,30,0,0,0,"bludgeoning, piercing, and slashing from magical weapons",,,3,0,0,2,1,0,0
Arcane Blademaster,Humanoid,Medium,,19,256,20,20,12,20,20,14,12,30,0,0,0,0,,,,0,0,0,1,0,0,0
Arcane Leviathan,Construct,Gargantuan,,16,279,17,26,5,21,5,17,8,10,0,60,0,0,"acid, thunder; nonmagic B/P/S attacks","lightning, poison, psychic",,3,3,0,2,0,0,0
Arcane Scavenger,Construct,Large,,9,127,17,19,18,14,16,16,13,10,40,0,0,0,nonmagic B/P/S attacks,"force, poison, psychic",,1,3,0,2,0,0,0
Archaeopteryx,Beast,Tiny,,1/4,7,12,6,13,10,2,14,6,5,50,0,0,0,,,,0,0,0,1,0,0,0
Archdruid,Humanoid,medium,,12,210,17,16,14,12,22,28,12,30,0,0,0,0,Nature's Champion,,,1,0,0,1,0,0,0
Archfey,Fey,Medium,,12,330,16,16,20,16,16,20,20,35,60,0,0,0,,,,0,0,0,2,0,0,0
Archmage,Humanoid,Medium,"Settlement, Forest, Laboratory, Urban",12,99,12,10,14,12,20,15,16,30,0,0,0,0,"damage from spells; non magical bludgeoning, piercing, and slashing (from stoneskin)",,,4,0,0,1,0,0,0
Archmage,Humanoid,Medium,,11,117,12,10,14,14,20,16,14,30,0,0,0,0,,psychic (with mind blank),,0,1,0,1,0,0,0
Archmage,Humanoid,medium,,12,212,17,10,14,12,28,22,16,30,0,0,0,0,Magic Ward,,,1,0,0,1,0,0,0
"Archon, Siege",Celestial,Huge,,13,187,18,22,14,22,10,20,17,40,60,0,0,0,radiant; nonmagic B/P/S attacks,,,2,0,0,2,0,0,0
"Archon, Ursan",Celestial,Large,,9,142,16,21,14,18,13,17,16,30,60,0,0,0,radiant; nonmagic B/P/S attacks,cold,,2,1,0,2,0,1,0
"Archon, Word",Celestial,Tiny,,1,28,13,10,14,13,13,17,16,0,90,0,0,0,radiant,"necrotic, poison",,1,2,0,2,0,1,0
Archpriest,Humanoid,Medium,,16,150,20,18,10,16,14,20,16,30,0,0,0,0,radiant,,,1,0,0,1,0,0,0
Aridni,Fey,Small,,5,82,15,9,21,14,12,11,16,20,60,0,0,0,,,,0,0,0,2,0,1,0
Aridni,Fey,Small,,5,82,15,9,21,14,12,11,16,60,20,0,0,0,False,False,False,1,1,1,2,0,1,0
Armory Golem,Construct,Large,,7,136,15,20,14,16,10,10,2,30,0,0,0,0,,"poison, psychic; bludgeoning, piercing, and slashing from nonmagical attacks not made with adamantine",,0,5,0,2,0,1,0
Arx,Fiend,Large,,9,171,17,20,8,19,11,15,8,20,30,0,0,0,"cold, fire, lightning, poison",False,False,4,1,1,2,0,1,0
Asanbosam,Aberration,Large,,5,102,14,18,13,17,11,10,5,40,0,0,0,15,,,,0,0,0,2,0,1,0
Asanbosam,Aberration,Large,,5,102,14,18,13,17,11,10,5,15,0,0,0,0,False,False,False,1,1,1,2,0,1,0
Ascetic Grandmaster,Humanoid,Medium,,14,172,20,16,20,16,10,20,10,60,0,0,0,60,damage from nonmagical weapons,,,1,0,0,1,0,0,0
Ash Drake,Dragon,Small,,4,117,16,14,15,16,9,15,10,30,60,0,0,0,fire,,,1,0,0,2,0,1,0
Ash Phoenix,Undead,Large,,9,105,15,17,20,15,8,14,9,0,90,0,0,0,"bludgeoning, piercing, and slashing from nonmagical attacks","necrotic, poison",radiant,3,2,1,2,0,1,0
Ash Drake,Dragon,Small,,4,117,16,14,15,16,9,15,10,60,30,0,0,0,False,fire,False,1,1,1,2,0,1,0
Ashen Custodian,Fey,Medium,,6,99,15,10,21,12,14,15,18,30,0,0,0,0,"bludgeoning, piercing, and slashing from nonmagical attacks",fire,,3,1,0,2,0,1,0
Ashwalker,Undead,Medium,,1,31,12,13,15,10,7,10,6,30,0,0,0,0,False,poison,False,1,1,1,2,0,1,0
Asp Vine,Plant,Medium,,4,55,13,14,12,12,1,3,1,10,0,0,0,0,"bludgeoning, piercing",,,2,0,0,2,1,0,0
Assassin,Humanoid,Medium,"Urban, Desert, Sewer, Forest, Settlement",8,78,15,11,16,14,13,11,10,30,0,0,0,0,poison,,,1,0,0,1,0,0,0
Assassin,Humanoid,Medium,,7,97,16,10,16,14,12,12,12,35,0,0,0,0,,,,0,0,0,3,1,1,0
Assassin,Humanoid,medium,,8,157,15,10,22,14,18,10,10,30,0,0,0,0,"poison,poisoned",,,2,0,0,1,0,0,0
Astral Devourer,Aberration,Medium,,8,90,16,13,16,17,14,16,12,30,30,0,0,0,"bludgeoning, piercing, slashing","poison, psychic",,3,2,0,2,0,1,0
Astral Snapper,Aberration,Medium,,3,78,12,12,15,14,12,16,8,40,0,0,0,0,bludgeoning and slashing from nonmagical attacks,,,2,0,0,2,0,1,0
Astralsupial,Beast,Medium,,4,82,14,8,17,14,4,12,14,30,0,0,0,30,,,,0,0,0,2,0,1,0
Astri,Celestial,Small,,8,112,15,12,21,18,15,16,20,30,0,0,30,0,"poison; bludgeoning, piercing, and slashing from nonmagical attacks",,,4,0,0,2,0,1,0
Attercroppe,Fey,Tiny,,1/2,21,14,8,18,12,11,13,15,20,0,30,0,20,,poison,,0,1,0,2,0,1,0
August Rooster,Monstrosity,Medium,,4,75,14,10,17,16,8,7,18,25,0,0,0,0,psychic,,,1,0,0,1,0,0,0
Aural Hunter,Aberration,Large,,5,127,15,16,14,16,7,19,6,40,0,0,0,30,,,,0,0,0,2,1,0,0
Aurora Horribilis,Aberration,Large,,9,119,15,8,20,17,7,14,21,0,60,0,0,0,,"cold, psychic, radiant",force,0,3,1,2,1,0,0
Automata Devil,Fiend,Large,,10,168,17,24,17,20,11,14,19,40,0,0,0,0,"cold; bludgeoning, piercing, and slashing from nonmagical attacks not made with silvered weapons","fire, poison",,4,2,0,2,0,1,0
Automata Devil,Fiend,Large,,10,168,17,24,17,20,11,14,19,40,0,0,0,0,"cold; bludgeoning, piercing, and slashing from nonmagical attacks not made with silvered weapons","fire, poison",False,4,2,1,2,0,1,0
Avalanche Screamer,Aberration,Large,,7,133,15,18,9,19,5,12,8,40,0,0,20,30,cold,"bludgeoning, thunder",,1,2,0,2,0,0,1
Avatar of Shoth,Aberration,Gargantuan,,21,341,18,20,9,20,18,20,22,30,0,0,0,30,,"acid, cold, fire",,0,3,0,3,1,0,0
Avestruzii,Humanoid,Medium,,1/2,22,14,14,10,16,8,10,10,40,0,0,0,0,,,,0,0,0,1,0,0,0
Avestruzii Champion,Humanoid,Medium,,2,45,15,17,12,16,10,10,10,40,0,0,0,0,,,,0,0,0,1,0,0,0
Aviere,Celestial,Tiny,,1/2,17,12,7,14,13,10,12,14,10,30,0,0,0,radiant,"fire, poison",,1,2,0,1,0,0,0
Avulzor,Aberration,Large,,8,135,17,19,17,14,18,16,15,30,0,0,0,0,"bludgeoning, piercing, and slashing from nonmagical attacks",necrotic,,3,1,0,2,0,1,0
Awakened Shrub,Plant,Small,"Jungle, Swamp, Forest, Laboratory",0,10,9,3,8,11,10,10,6,20,0,0,0,0,piercing,,fire,1,0,1,1,0,0,0
Awakened Shrub,Plant,Small,,0,7,9,2,8,10,10,10,6,20,0,0,0,0,"bludgeoning, piercing",,fire,2,0,1,1,0,0,0
Awakened Tree,Plant,Huge,"Jungle, Forest, Swamp",2,59,13,19,6,15,10,10,7,20,0,0,0,0,"bludgeoning, piercing",,fire,2,0,1,1,0,0,0
Awakened Tree,Plant,Huge,,2,51,13,18,6,14,10,10,10,20,0,0,0,0,"bludgeoning, piercing",,fire,2,0,1,1,0,0,0
Awakened Shrub,Plant,small,,0,9,10,2,10,10,10,10,6,20,0,0,0,0,"piercing,Plant Resilience",,fire,2,0,1,1,0,0,0
Awakened Tree,Plant,huge,,2,60,13,18,6,14,10,10,6,20,0,0,0,0,"bludgeoning,piercing,Plant Resilience",,fire,3,0,1,1,0,0,0
Axe Beak,Beast,Large,"Hill, Jungle, Swamp, Grassland, Forest",1/4,19,11,14,12,12,2,10,5,50,0,0,0,0,,,,0,0,0,1,0,0,0
Axe Beak,Beast,Large,,1/4,16,11,14,12,10,2,10,4,50,0,0,0,0,,,,0,0,0,1,0,0,0
Axe Beak,Beast,large,,1/4,13,11,14,12,12,2,10,4,50,0,0,0,0,,,,0,0,0,1,0,0,0
Azeban,Fey,Medium,,4,78,16,16,16,14,15,8,18,40,0,0,0,30,"cold; bludgeoning, piercing, and slashing from nonmagical attacks not made with cold iron",,,4,0,0,2,0,1,0
Azer,Elemental,Medium,"Plane Of Fire, Caverns",2,39,17,17,12,15,12,13,10,30,0,0,0,0,,"fire, poison",,0,2,0,1,0,0,0
Azer,Elemental,Medium,,2,39,16,16,12,14,10,12,10,30,0,0,0,0,,"fire, poison",cold,0,2,1,1,0,0,0
Azer Forgemaster,Elemental,Medium,,4,78,16,18,14,14,12,16,16,30,0,0,0,0,,"fire, poison",cold,0,2,1,1,0,0,0
Azer,Elemental,medium,,2,49,17,16,12,18,12,12,10,30,0,0,0,0,,"fire,poison,poisoned",,0,3,0,1,0,0,0
Azi Dahaka,Dragon,Huge,,14,157,15,21,14,19,14,13,17,40,80,0,0,0,"cold; bludgeoning, piercing, and slashing from nonmagical attacks not made with silver",lightning,,4,1,0,3,1,1,0
Aziza,Fey,Tiny,,1/2,21,15,8,18,13,10,14,12,30,30,0,0,30,,,,0,0,0,1,0,0,0
Azza Gremlin,Fey,Small,,1/4,7,14,5,18,10,12,13,10,10,40,0,0,0,,"lightning, thunder",,0,2,0,2,0,1,0
Azza Gremlin,Fey,Small,,1/4,7,14,5,18,10,12,13,16,40,10,0,0,0,False,"lightning, thunder",False,1,2,1,2,0,1,0
"Baba Yaga's Horsemen, Black Night",Fey,Medium,,11,171,20,22,11,21,16,18,18,30,0,0,0,0,"bludgeoning, piercing, and slashing from nonmagical attacks","cold, lightning, poison",,3,3,0,2,0,0,0
"Baba Yaga's Horsemen, Bright Day",Fey,Medium,,11,171,20,22,11,21,16,18,18,30,0,0,0,0,"cold, fire; bludgeoning, piercing, and slashing from nonmagical attacks","lightning, poison",,5,2,0,2,0,1,0
"Baba Yaga's Horsemen, Red Sun",Fey,Medium,,11,171,20,22,11,21,16,18,18,30,0,0,0,0,"bludgeoning, piercing, and slashing from nonmagical attacks","fire, lightning, poison",,3,3,0,1,0,0,0
Baba Yaga’s Horsemen,Fey,Medium,,11,171,20,22,11,21,16,18,18,30,0,0,0,0,"bludgeoning, piercing, and slashing from nonmagical attacks","lightning, poison",False,3,2,1,1,0,0,0
Baboon,Beast,Small,"Hill, Jungle, Grassland, Forest",0,3,12,8,14,11,4,12,6,30,0,0,0,30,,,,0,0,0,1,0,0,0
Baboon,Beast,Small,,0,3,12,8,14,10,4,12,6,30,0,0,0,30,,,,0,0,0,1,0,0,0
Baboon,Beast,small,,1/8,10,11,8,12,10,4,12,6,30,0,0,0,30,,,,0,0,0,1,0,1,0
Backup Holler Spider,Beast,Tiny,,1/4,14,12,7,15,10,5,14,5,25,0,0,0,25,thunder,,,1,0,0,3,1,1,0
Badger,Beast,Tiny,"Forest, Grassland",0,3,10,4,11,12,2,12,5,20,0,0,5,0,,,,0,0,0,2,0,1,0
Badger,Beast,Tiny,,0,3,10,4,10,12,2,12,4,20,0,0,5,0,,,,0,0,0,2,0,1,0
Badger,Beast,tiny,,0,9,10,4,10,12,2,12,4,20,0,0,10,0,,,,0,0,0,1,0,1,0
"Badger, Giant",Beast,medium,,1/4,15,10,12,10,14,2,12,4,30,0,0,15,0,frightened,,,1,0,0,1,0,1,0
Bagiennik,Aberration,Medium,,3,75,15,16,18,16,9,16,11,30,0,40,0,0,,,,0,0,0,2,0,1,0
Bagiennik,Aberration,Medium,,3,75,15,16,18,16,9,16,11,40,0,0,0,0,False,False,False,1,1,1,2,0,1,0
Balara,Undead,large,,6,114,17,16,14,14,6,14,8,30,0,0,0,0,necrotic,"charmed,frightened,Undead Resilience",,1,3,0,1,0,1,0
Baleful Miasma,Elemental,Medium,,2,52,13,13,17,14,6,11,6,0,60,0,0,0,lightning; nonmagic B/P/S attacks,poison,,2,1,0,2,0,1,0
Baliri Demon,Fiend,Medium,,14,190,17,22,16,20,13,17,14,30,0,0,0,0,"cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks",poison,,6,1,0,2,0,1,0
Balloon Spider,Beast,Medium,,1,36,13,10,16,10,2,12,4,20,40,0,0,0,,lightning,,0,1,0,3,1,1,0
Balor,Fiend,Huge,Abyss,19,262,19,26,15,22,20,16,22,40,80,0,0,0,"cold, lightning; bludgeoning, piercing, and slashing from nonmagical attacks","fire, poison",,5,2,0,2,0,0,0
Balor,Fiend,Huge,,19,299,19,26,18,20,20,20,22,40,80,0,0,0,"cold, lightning; damage from nonmagical weapons","fire, poison",,3,2,0,2,0,0,0
Balor General,Fiend,Huge,,24,379,19,26,18,20,20,20,22,40,80,0,0,0,"cold, lightning; damage from nonmagical weapons","fire, poison",,3,2,0,2,0,0,0
Balor,Fiend,huge,,19,292,19,38,14,34,20,28,34,40,80,0,0,0,"bludgeoning,piercing,and slashing damage from nonmagical attacks,Demonic Resilience","fire,Demonic Resilience",,4,2,0,1,0,0,0
Bandit,Humanoid,Medium,"Hill, Desert, Mountains, Coastal, Tundra, Grassland, Ruin, Laboratory, Swamp, Settlement, Urban, Sewer, Forest, Arctic, Jungle, Hills, Caverns",1/8,11,12,11,12,12,10,10,10,30,0,0,0,0,,,,0,0,0,1,0,0,0
Bandit,Humanoid,Medium,,1/8,9,12,12,10,10,10,10,10,30,0,0,0,0,,,,0,0,0,1,0,0,0
Bandit Captain,Humanoid,Medium,"Hill, Desert, Mountains, Coastal, Tundra, Grassland, Ruin, Laboratory, Swamp, Settlement, Urban, Sewer, Forest, Arctic, Jungle, Hills, Caverns",2,65,15,15,16,14,14,11,14,30,0,0,0,0,,,,0,0,0,1,0,0,0
Bandit Captain,Humanoid,Medium,,3,65,15,14,16,14,14,12,14,30,0,0,0,0,,,,0,0,0,1,0,0,0
Bandit Lord,Humanoid,Medium,,4,91,16,16,15,14,14,11,14,30,0,0,0,0,,,,0,0,0,1,0,0,0
Bandit,Humanoid,medium,,1/8,9,12,10,12,12,10,10,10,30,0,0,0,0,,,,0,0,0,1,0,0,0
Bandit Captain,Humanoid,medium,,2,51,16,14,18,14,14,10,14,30,0,0,0,0,,,,0,0,0,1,0,0,0
Bandit Lord,Humanoid,Medium,,4,91,16,16,15,14,14,11,14,30,0,0,0,0,False,False,False,1,1,1,1,0,0,0
Bannik,Fey,Medium,,2,60,13,14,15,13,9,17,10,30,0,30,0,0,fire; nonmagic B/P/S attacks,,cold,2,0,1,2,0,1,0
Banshee,Undead,Medium,,4,58,13,8,16,10,12,10,18,30,40,0,0,0,"acid, fire, lightning, thunder; damage from nonmagical weapons","cold, necrotic, poison",,5,3,0,2,0,1,0
Bar Brawl,Humanoid,Huge,,3,67,12,14,12,13,11,10,9,30,0,0,0,0,"piercing, slashing",,bludgeoning,2,0,1,1,0,0,0
Barbed Devil,Fiend,Medium,Hell,5,110,15,16,17,18,12,14,14,30,0,0,0,0,"cold; bludgeoning, piercing, and slashing from nonmagical attacks not made with silvered weapons","fire, poison",,4,2,0,2,0,1,0
Barbed Devil,Fiend,Medium,,5,102,15,18,16,18,12,14,14,30,0,0,0,0,"cold; damage from nonmagical, non-silvered weapons","fire, poison",,3,2,0,2,0,1,0
Barbed Devil,Fiend,medium,,5,94,15,22,16,24,12,20,20,30,0,0,0,0,Devilish Resilience,Devilish Resilience,,1,1,0,1,0,1,0
Bard,Humanoid,medium,,5,114,15,10,22,12,14,12,24,30,0,0,0,0,Artistic Expression,,,1,0,0,1,0,0,0
Barometz,Plant,Large,,6,95,15,16,11,18,5,16,13,20,0,0,0,0,"bludgeoning, piercing, and slashing from nonmagical attacks",poison,,3,1,0,2,0,1,0
Barong,Celestial,Large,,17,225,20,25,20,25,18,23,22,60,60,0,0,0,"bludgeoning, piercing, and slashing from nonmagical attacks",radiant,,3,1,0,2,0,0,0
Basilisk,Monstrosity,Medium,"Desert, Mountains, Ruin, Jungle, Hills, Mountain, Caverns, Plane Of Earth",3,52,12,16,8,15,2,8,7,20,0,0,0,0,,,,0,0,0,2,0,1,0
Basilisk,Monstrosity,Medium,,3,52,15,14,8,16,2,10,8,20,0,0,0,10,,,,0,0,0,2,0,1,0
Basilisk,Monstrosity,medium,,3,68,15,16,8,14,2,8,6,20,0,0,0,0,"poison,petrified,Monstrosity Resilience",,,3,0,0,1,0,1,0
Bastet Temple Cat,Monstrosity,Small,,1,40,14,8,19,12,12,16,18,40,0,0,0,30,,,,0,0,0,2,0,1,0
Bastet Temple Cat,Monstrosity,Small,,1,40,14,8,19,12,12,16,18,30,0,0,0,0,False,False,False,1,1,1,2,0,1,0
Bat,Beast,Tiny,"Forest, Caverns",0,1,12,2,15,8,2,12,4,5,30,0,0,0,,,,0,0,0,2,1,0,0
Bat,Beast,Tiny,,0,1,12,4,10,12,2,12,4,5,30,0,0,0,,,,0,0,0,2,1,0,0
Bat,Beast,tiny,,0,8,11,2,12,8,2,12,4,5,30,0,0,0,blinded,,deafened,1,0,1,1,0,0,0
"Bat, Giant",Beast,large,,1/4,15,12,14,14,10,2,12,6,10,60,0,0,0,blinded,,deafened,1,0,1,1,0,0,0
"Bat, Swarm of Bats",Swarm,medium,,1/4,14,12,4,14,10,2,12,4,0,30,0,0,0,"blinded,Swarm Resilience",Swarm Resilience,deafened,2,1,1,1,0,0,0
Bathhouse Drake,Dragon,Medium,,3,75,16,15,14,17,12,18,15,30,60,60,0,0,fire,poison,,1,1,0,3,0,1,0
Beach Weird,Elemental,Large,,3,65,14,17,13,13,13,14,10,20,0,40,0,0,"acid, fire; nonmagic B/P/S attacks",poison,,3,1,0,2,1,0,0
"Bear, Black",Beast,medium,,1/2,25,11,14,10,14,2,12,6,40,0,0,0,30,,,,0,0,0,1,0,0,0
